"id","area","path","line","kind","qualifiedName","signature","classification","entryAnchor","status","sourceFingerprint","rationale","reviewedAt"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#closed_index() const","cpp","src/backend/cpp/code_sequence.cpp","218","function","CodeSequence#closed_index","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#constraint(XYZ first,XYZ second) const","cpp","src/backend/cpp/code_sequence.cpp","258","function","CodeSequence#constraint","(XYZ first,XYZ second) const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#create(const std::vector<int32_t> & dirtyCodeNumbers)","cpp","src/backend/cpp/code_sequence.cpp","305","function","CodeSequence#create","(const std::vector<int32_t> & dirtyCodeNumbers)","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#isLegal(const std::vector<int32_t> & codeNumbers)","cpp","src/backend/cpp/code_sequence.cpp","379","function","CodeSequence#isLegal","(const std::vector<int32_t> & codeNumbers)","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#rotateLeft(std::vector<int32_t> & list)","cpp","src/backend/cpp/code_sequence.cpp","402","function","CodeSequence#rotateLeft","(std::vector<int32_t> & list)","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#subList(std::vector<int32_t> & list,int32_t start,int32_t end)","cpp","src/backend/cpp/code_sequence.cpp","421","function","CodeSequence#subList","(std::vector<int32_t> & list,int32_t start,int32_t end)","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#angles(XYZ first,XYZ second) const","cpp","src/backend/cpp/code_sequence.cpp","436","function","CodeSequence#angles","(XYZ first,XYZ second) const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#length() const","cpp","src/backend/cpp/code_sequence.cpp","462","function","CodeSequence#length","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#sum() const","cpp","src/backend/cpp/code_sequence.cpp","466","function","CodeSequence#sum","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#is_odd() const","cpp","src/backend/cpp/code_sequence.cpp","478","function","CodeSequence#is_odd","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#is_closed() const","cpp","src/backend/cpp/code_sequence.cpp","482","function","CodeSequence#is_closed","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#is_stable() const","cpp","src/backend/cpp/code_sequence.cpp","486","function","CodeSequence#is_stable","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#type() const","cpp","src/backend/cpp/code_sequence.cpp","491","function","CodeSequence#type","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#number(size_t i) const","cpp","src/backend/cpp/code_sequence.cpp","522","function","CodeSequence#number","(size_t i) const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#numbers() const","cpp","src/backend/cpp/code_sequence.cpp","526","function","CodeSequence#numbers","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#toString() const","cpp","src/backend/cpp/code_sequence.cpp","530","function","CodeSequence#toString","() const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:CodeSequence#equals(CodeSequence & other) const","cpp","src/backend/cpp/code_sequence.cpp","539","function","CodeSequence#equals","(CodeSequence & other) const","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:compare(const CodeSequence & lhs,const CodeSequence & rhs)","cpp","src/backend/cpp/code_sequence.cpp","543","function","compare","(const CodeSequence & lhs,const CodeSequence & rhs)","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:operator ==(const CodeSequence & lhs,const CodeSequence & rhs)","cpp","src/backend/cpp/code_sequence.cpp","572","function","operator ==","(const CodeSequence & lhs,const CodeSequence & rhs)","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:operator <(const CodeSequence & lhs,const CodeSequence & rhs)","cpp","src/backend/cpp/code_sequence.cpp","576","function","operator <","(const CodeSequence & lhs,const CodeSequence & rhs)","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/code_sequence.cpp:operator <<(std::ostream & os,const CodeSequence & code_seq)","cpp","src/backend/cpp/code_sequence.cpp","580","function","operator <<","(std::ostream & os,const CodeSequence & code_seq)","deep","native-code-sequence","reviewed","28868e53fb4a5795aa15dabea58600f83b6aac2a84e080c722e5ddae966c4db9","Explained in source order with contracts, branches, invariants, worked traces, hazards, and change effects in Sections 14.3-14.5.","2026-07-16"
"cpp:src/backend/cpp/common.cpp:remove_factor(CodeInfo & info,const Equation<Sin> & factor,const bool pos)","cpp","src/backend/cpp/common.cpp","8","function","remove_factor","(CodeInfo & info,const Equation<Sin> & factor,const bool pos)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
"cpp:src/backend/cpp/common.cpp:remove_factor_duplicate_stables(CodeInfo & info,const Equation<Sin> & factor,const bool pos,const bool show)","cpp","src/backend/cpp/common.cpp","78","function","remove_factor_duplicate_stables","(CodeInfo & info,const Equation<Sin> & factor,const bool pos,const bool show)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
"cpp:src/backend/cpp/common.cpp:remove_factor_half_duplicate_stables(CodeInfo & info,const Equation<Sin> & factor,const bool pos)","cpp","src/backend/cpp/common.cpp","154","function","remove_factor_half_duplicate_stables","(CodeInfo & info,const Equation<Sin> & factor,const bool pos)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
"cpp:src/backend/cpp/common.cpp:remove_factor(CodeInfo & info,const Equation<Cos> & factor,const bool pos)","cpp","src/backend/cpp/common.cpp","230","function","remove_factor","(CodeInfo & info,const Equation<Cos> & factor,const bool pos)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
"cpp:src/backend/cpp/common.cpp:remove_factor(CodeInfo & stable_neg_info,const CodePair & unstable,CodeInfo & stable_pos_info)","cpp","src/backend/cpp/common.cpp","297","function","remove_factor","(CodeInfo & stable_neg_info,const CodePair & unstable,CodeInfo & stable_pos_info)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
"cpp:src/backend/cpp/common.cpp:remove_factor_half_duplicate_stables(CodeInfo & info,const Equation<Cos> & factor,const bool pos)","cpp","src/backend/cpp/common.cpp","356","function","remove_factor_half_duplicate_stables","(CodeInfo & info,const Equation<Cos> & factor,const bool pos)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
"cpp:src/backend/cpp/common.cpp:remove_factor_duplicate_stables(CodeInfo & info,const Equation<Cos> & factor,const bool pos,const bool show)","cpp","src/backend/cpp/common.cpp","419","function","remove_factor_duplicate_stables","(CodeInfo & info,const Equation<Cos> & factor,const bool pos,const bool show)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
"cpp:src/backend/cpp/common.cpp:remove_factor_duplicate_stables(CodeInfo & stable_neg_info,const CodePair & unstable,CodeInfo & stable_pos_info,const bool show)","cpp","src/backend/cpp/common.cpp","495","function","remove_factor_duplicate_stables","(CodeInfo & stable_neg_info,const CodePair & unstable,CodeInfo & stable_pos_info,const bool show)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
"cpp:src/backend/cpp/common.cpp:remove_factor_duplicate_stables_2(CodeInfo & stable_neg_info,const CodePair & unstable)","cpp","src/backend/cpp/common.cpp","558","function","remove_factor_duplicate_stables_2","(CodeInfo & stable_neg_info,const CodePair & unstable)","deep","native-cover-proof-and-verification","reviewed","94bf73f33b4c400ff8d9618738dd215ef615199072cdcab5c5839a8a2c7e6e22","Exact proof data, factor removal, interval positivity, cover-tree semantics, parsing, pruning, subdivision, concurrency, persistence, diagnostics, failure states, and worked examples are explained in handbook Sections 14.28-14.29.","2026-07-17"
